"id_pessoa";"idade_pessoa";"salario_pessoa";"propriedade_pessoa";"tempo_trabalho";"id_emprestimo";"motivo_emprestimo";"nivel_emprestimo";"total_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"id_historico";"inadimplencia_historico";"tempo_ultimo_credito"
"pJbBPc9G-pqwJ";27;40000;"Alugada";11.0;"dPxxaMXi-dHgw";"Outro";"";21000;10.37;0;0.1;"ggAilstK-mYJc";"nao";11
"ch4vySeJ-TZw4";27;75000;"Hipotecada";11.0;"2XwJa25T-5jnF";"Educativo";"B";12000;9.91;1;0.16;"mw28wkXM-fAxU";"nao";10
"nZ23tkOO-CR5Y";28;37000;"Alugada";0.0;"oaH4iQl1-fXTT";"Pagamento de debitos";"D";14000;14.42;1;0.38;"no7QB3at-kb7D";"nao";10
"8fZNlSnK-AOFd";32;119000;"Hipotecada";12.0;"T01Ap89b-OqM0";"Pessoal";"B";18000;10.99;0;0.15;"1FIXELO5-R1gq";"nao";7
"5lHuikyf-Jsk7";24;70000;"Alugada";8.0;"804QC2yr-SXPs";"Empreendimento";"C";4000;13.49;0;0.06;"WHKkY5wc-ejAW";"sim";4
"HKKl2KHw-mqJ8";27;235000;"Hipotecada";5.0;"bmlruPfL-qOO3";"Pessoal";"C";28000;15.96;0;0.12;"9efN88ke-bgkG";"nao";9
"jcbBMNTn-P0iu";28;66920;"Alugada";12.0;"0OFyQj7w-1dft";"Pagamento de debitos";"C";5000;14.26;0;0.07;"4JbOpWF8-HuEE";"sim";8
"f1YJwsZU-BQ9Z";22;68000;"Alugada";6.0;"zklx95uP-XcRt";"Pagamento de debitos";"B";13500;10.62;0;0.2;"o1MZYAyO-qqaG";"nao";4
"JNDXBAdW-d32x";39;58000;"Alugada";5.0;"jwHmKfzx-bFXB";"Educativo";"B";21000;10.83;1;0.36;"TSsIWHzs-SYx3";"nao";16
"Uig4XrJx-OZ5A";25;26729;"Alugada";5.0;"6RvMbBps-E9uL";"Empreendimento";"B";1871;0.0;0;0.07;"NiaaByGp-beuy";"nao";8
"Bo1XARAD-hUJl";32;79050;"Hipotecada";10.0;"zCqQ3XDf-8J4X";"Medico";"F";24000;18.62;1;0.26;"fbzT64PD-K0kr";"sim";8
"vUD6etQb-ynG7";21;20000;"Alugada";2.0;"1gf1Ukmb-bZHM";"Empreendimento";"A";9500;8.9;1;0.47;"4FZRyPF4-Jmom";"nao";4
"vsvSIB8o-70Ko";25;68496;"Alugada";1.0;"Q8zMsEh3-4DgC";"Empreendimento";"A";6000;8.0;0;0.09;"SXYu5kr2-zBYT";"nao";3
"CY8McQux-1qMD";29;46000;"Alugada";11.0;"WXrEBf3D-WI6t";"Medico";"D";13250;17.27;1;0.29;"NC4i8tHO-yvY9";"sim";6
"93EfJnK8-8U76";23;24000;"Alugada";0.0;"qeZSZ8oS-d3u3";"Pessoal";"C";5500;13.99;0;0.23;"ecnWKo0Q-fXdF";"nao";4
"Jl7lBvzL-ue6s";24;42000;"Hipotecada";8.0;"1H3SYUBH-iQba";"Pessoal";"B";6500;13.98;0;0.11;"xZHJjtyg-z9kd";"sim";8
"FNIzk6PR-cJGH";31;26000;"Alugada";1.0;"yXmBJt3I-OIum";"Medico";"B";6600;0.0;0;0.25;"T1pJTAbq-kQGn";"nao";6
"cd3kq4BJ-slrI";26;103000;"Hipotecada";10.0;"8tTnkHbI-McpB";"Educativo";"D";5000;14.96;0;0.05;"hye1O3La-wQBh";"nao";4
"W8wa0sfg-r22L";25;71000;"Propria";0.0;"FrMBOLeO-CpeT";"Empreendimento";"A";3250;5.79;0;0.05;"GseHA3OB-StAK";"nao";2
"yf1FN45v-TWEa";25;84000;"Hipotecada";4.0;"Q5dQdJ6q-9SDO";"Pagamento de debitos";"A";15000;7.88;0;0.18;"m72fseya-5PZw";"nao";4
"izLWkIMW-CAXP";30;40525;"Hipotecada";8.0;"pmYjm6GD-RBZA";"Melhora do lar";"C";4800;14.65;1;0.12;"Ok0iuxlf-SLhc";"nao";10
"sXAXRQqW-MuJY";22;78000;"Alugada";4.0;"AT2CifEI-mHhB";"Empreendimento";"E";3000;16.32;0;0.04;"x6FCto3L-4vZr";"nao";2
"X58sNYrA-wT4H";22;66000;"Alugada";6.0;"0ry7Qgsd-mrqK";"Educativo";"C";25000;13.06;1;0.38;"yhX6s49g-YFzD";"sim";3
"jRQ79GNW-UTQr";23;75000;"Hipotecada";7.0;"c9Td9lI3-pkp4";"Medico";"B";6000;10.99;0;0.08;"87nNrem5-CFFo";"nao";3
"afT9CwWL-7I9a";23;200000;"Hipotecada";4.0;"6y2sFk8z-tax1";"Educativo";"B";6000;11.86;0;0.03;"KpxdJ7w1-Gf8U";"nao";3
"UNMNyuBU-QDpF";25;55000;"Hipotecada";9.0;"r4gkDgGk-RhIW";"Melhora do lar";"B";8500;0.0;0;0.15;"Qek5yZ0j-JqaF";"nao";2
"gnuupSsN-UEAX";30;80000;"Hipotecada";2.0;"Jlb4A1OT-Oz2l";"Educativo";"C";6000;14.17;0;0.07;"sonqZ8bY-vtWw";"sim";9
"lsrA8owd-76M6";31;90000;"Hipotecada";9.0;"Pe3TTAQ0-Dg3f";"Pagamento de debitos";"A";15000;7.9;0;0.17;"L3QKXFAs-q7LA";"nao";9
"lfePkbzJ-5vg3";26;45600;"Alugada";2.0;"cgXGuh7o-1Iy6";"Medico";"B";6500;10.99;0;0.14;"CfiODd9O-hmB3";"nao";4
"yMeDRdTU-iYZd";23;40000;"Alugada";7.0;"yoTLLKH2-agS5";"Empreendimento";"B";7500;12.69;0;0.19;"SlyQWLzt-1trb";"nao";2
"XUJWRqAD-6MRM";21;30000;"Alugada";5.0;"r6nFTd5m-0rdr";"Medico";"C";9000;12.99;0;0.3;"fw4nZAhH-pH59";"sim";2
"rBR3bLd6-9HjM";24;73000;"Alugada";2.0;"LALMNJA1-Xrrh";"Pessoal";"A";6500;0.0;0;0.09;"tDwP7Qhh-nj23";"nao";2
"oWqAC6bo-uHRI";21;60000;"Alugada";6.0;"NSqyAwNO-Aytm";"Educativo";"B";25000;10.99;1;0.42;"sLHa0ymx-2jrs";"nao";4
"z0i2T01h-lqE8";26;14000;"Alugada";2.0;"DTfy38k9-YuwJ";"Empreendimento";"B";4000;0.0;1;0.29;"dKGgRFiy-0Imz";"nao";3
"d0u3hUp1-QG3l";28;25000;"Alugada";0.0;"INjdei3h-vr69";"Educativo";"A";7000;6.92;0;0.28;"uLAUL8Z7-Urw3";"nao";7
"ydpSr0dM-E4Lp";25;58296;"Alugada";9.0;"J3oKy9z7-TAQk";"Pagamento de debitos";"A";5000;6.17;0;0.09;"hwy1Ngma-e8UW";"nao";4
"CtAMZCF2-9iC7";22;68000;"Hipotecada";3.0;"qmWAhs2S-T1Ap";"Empreendimento";"A";6500;5.99;0;0.1;"jMG5Prc5-mUwb";"nao";4
"PRJ4cWmf-Z8Lq";26;7904;"Hipotecada";0.0;"r5w9tCNp-D07T";"Melhora do lar";"B";500;10.71;0;0.06;"10qUhJvD-4WkK";"nao";3
"Hg8xP7T8-Y5Qm";28;59000;"Propria";12.0;"PPntLYIA-ZNQW";"Medico";"A";4720;0.0;1;0.08;"nz20xrZC-Qxj8";"sim";10
"112Yan8I-mNd5";24;55000;"Alugada";8.0;"NvA5v8Zj-gQPy";"Melhora do lar";"C";8000;13.8;0;0.15;"HXRRFOR1-CFLg";"sim";2
"nAZ0tcj0-wDjj";24;40000;"Alugada";0.0;"30S1t7Zi-7c1Y";"Pessoal";"C";8200;0.0;0;0.05;"aWlkTN21-v2cA";"nao";3
"Dxkfcfji-jBpk";24;65000;"Hipotecada";1.0;"eEOuRPGc-P1As";"Medico";"A";10000;8.59;0;0.15;"uK2PhSyW-JbYt";"nao";3
"WmCQZBNu-Z4bG";24;74000;"Alugada";0.0;"wfEL9Qm8-WHml";"Pessoal";"B";4500;12.18;0;0.06;"ezt3eMvl-GX0t";"nao";4
"GTQCvAsC-LDxp";24;150000;"Hipotecada";8.0;"BDQPKmck-uBDS";"Empreendimento";"C";15000;13.16;0;0.1;"mefPcfqJ-KLc9";"sim";3
"HbbaK6cC-m81r";25;32004;"Alugada";0.0;"gHeeSs5x-Uoi4";"Medico";"C";7200;12.84;0;0.22;"gebmRLjK-zqOC";"nao";4
"1O9mHRBu-iGaq";22;41300;"Alugada";6.0;"dfhGyuNd-ChDS";"Educativo";"B";4800;11.89;0;0.12;"JmCekjYu-Umce";"nao";3
"sb33T19e-XRvj";26;114286;"Hipotecada";0.0;"mvmO6eCF-L0nW";"Pessoal";"C";8000;16.77;0;0.07;"vrgHmdxf-8AA8";"nao";3
"miSW287u-37lb";24;52800;"Hipotecada";8.0;"ssqFNXA8-LTU5";"Pagamento de debitos";"A";3600;7.9;0;0.07;"fQrenKum-KI5v";"nao";3
"zIwp7XJy-p6UL";23;184000;"Propria";5.0;"Rcuy1Ryh-e31N";"Educativo";"B";2500;11.83;0;0.01;"W9bQGDXk-7ejG";"nao";2
"3OfD2s9D-2iyb";30;24000;"Propria";0.0;"aggZrsXZ-B98s";"Pessoal";"A";6000;5.79;0;0.25;"mQkbLDIf-GBjI";"nao";9
"1td0gJg4-lh5N";26;47000;"Hipotecada";5.0;"NiuJC9ar-6ZwQ";"Medico";"A";6600;7.9;0;0.14;"ujoJbF0g-wBMR";"nao";2
"lfu5Gg1p-QKK1";24;105000;"Alugada";8.0;"HN7CUBZh-W1Z2";"Pagamento de debitos";"A";8000;7.51;0;0.08;"D2HyMvrA-CwkB";"nao";3
"FK4Ou6bb-EGlE";24;45000;"Hipotecada";0.0;"nb1SfQ4r-at61";"Educativo";"C";10625;14.27;1;0.24;"9Pq4cUx4-wO6c";"nao";4
"kg2zSU0g-M5tT";31;73000;"Hipotecada";9.0;"l0Gg0JGe-jTEH";"Pagamento de debitos";"E";18000;17.39;1;0.25;"QjfQmJrz-HNpj";"sim";10
"rrZ3Fo0Q-rbOj";29;112992;"Hipotecada";13.0;"YqY6RNCO-iIYa";"Pagamento de debitos";"A";8000;7.49;0;0.07;"bBpToaA3-CC9y";"nao";8
"o9sFmHkM-T20n";32;38000;"Hipotecada";8.0;"MfM5t0WA-W5sc";"Melhora do lar";"C";8000;13.49;0;0.21;"h0IP4YRa-ZvLv";"sim";6
"dUIU4xjK-aSNU";22;0;"Propria";4.0;"vuH5nOKX-HsRA";"Educativo";"B";3000;6.76;0;0.0;"CttjHguc-KgfT";"nao";3
"46r5iN4C-PiyM";32;36400;"Alugada";3.0;"jKOkwq5J-06aC";"Educativo";"D";4800;14.11;0;0.13;"aAbr8x7N-tABE";"sim";6
"F8f9koFH-KOJE";37;39870;"Alugada";8.0;"ibmfG4D1-AMAz";"Medico";"B";10000;10.65;0;0.25;"1Y03knMz-MxHB";"nao";14
"oPbSp3WW-xk2l";44;30000;"Alugada";0.0;"EaiuNLgd-4mtH";"Medico";"B";12000;11.83;1;0.4;"NN0ZSimp-XWGK";"nao";11
"8dlnbOs5-X91q";31;87504;"Hipotecada";14.0;"r0gOJdBa-UQ3l";"Medico";"A";12650;8.9;0;0.14;"4Q8lwcyY-Ug2n";"nao";10
"CnL3K2bU-DLaO";31;68000;"Hipotecada";2.0;"CdHgCyrA-YHYq";"Pessoal";"B";12000;12.69;0;0.18;"AeFBH4W5-6k5N";"nao";9
"WFkEiDQc-LdC3";23;77000;"Alugada";2.0;"450bdA7z-sgnx";"Pagamento de debitos";"B";16000;11.14;0;0.21;"IoB3IXIN-AkY5";"nao";3
"ygZULdi0-BI9L";43;86044;"Hipotecada";16.0;"X3IqETUi-eHAA";"Melhora do lar";"A";6500;7.74;0;0.08;"NpvIQ68J-kOmq";"nao";13
"51fJrRgk-kG8n";28;80000;"Hipotecada";11.0;"fjqKjYGO-Zz4c";"Pessoal";"A";16000;5.99;0;0.2;"RZpElOUR-IG8q";"nao";7
"EY2k9mt7-WhMx";29;55000;"Alugada";3.0;"TS0iHRpW-YaJw";"Pessoal";"B";1200;9.99;0;0.02;"mEkb44qu-YIlM";"nao";6
"T07Eudpd-8UkU";24;69996;"Alugada";0.0;"qF73GWhR-SkoJ";"Melhora do lar";"C";6000;13.06;0;0.09;"RqtlAAtu-ph5q";"nao";2
"NoRNzGAv-s0DH";26;125000;"Hipotecada";5.0;"TEfEPiCl-tHJy";"Melhora do lar";"B";7400;12.53;0;0.06;"DeFTku2l-WyGk";"nao";2
"kzSPQkux-2EBf";30;120000;"Hipotecada";14.0;"hJ4NY3DG-eY4M";"Empreendimento";"D";7500;15.65;0;0.06;"mZKNTbni-lQGq";"nao";8
"RjkKGXQK-3Qdm";28;32000;"Alugada";2.0;"2FqoldCa-PKjh";"Medico";"C";12300;0.0;1;0.384375;"knE536HY-0bbH";"sim";3
"MnM1KgIj-EJO9";25;95000;"Alugada";8.0;"xP7ItDb3-40Mt";"Pessoal";"B";8000;10.99;0;0.08;"eta7ojXu-293J";"nao";3
"aRmkvvIZ-RfTB";25;36000;"Alugada";9.0;"7noNw3Ow-sxzK";"Pessoal";"C";8000;12.73;1;0.22;"oEutuw47-jPIr";"sim";2
"Y8Tl1rBN-piIh";38;60000;"Alugada";0.0;"yDj06TWv-WcO7";"Empreendimento";"C";16000;13.22;0;0.27;"NL7zEFxB-yjws";"nao";14
"JcFH56xh-IdJQ";22;54000;"Hipotecada";5.0;"AzoqSTjE-CHQ4";"Medico";"B";7000;10.65;0;0.13;"nX3y87sG-XQWz";"nao";4
"jawGjnlH-UMG9";34;44000;"Propria";2.0;"9YzyYJjX-otAP";"Empreendimento";"C";10000;13.43;0;0.23;"b5M4UOgd-9ACW";"nao";6
"leN7GC5x-0Bek";41;35400;"Alugada";11.0;"XqQzGTt4-Cw5L";"Empreendimento";"C";1500;12.87;0;0.04;"MBdKMQL8-j4kz";"sim";14
"G4ISEDq8-z0Rm";22;62000;"Alugada";0.0;"pe5JXHW4-hiiM";"Medico";"C";8400;13.47;0;0.14;"7qoFgxzZ-l0qE";"nao";3
"pvqC0qXp-YuAS";25;50300;"Hipotecada";3.0;"GsUF5aXE-2dEW";"Melhora do lar";"E";1000;18.39;0;0.02;"sp2rSJX4-IQIr";"sim";3
"fL06YOKB-5lUL";24;18000;"Alugada";0.0;"FJ4lLiA9-x3l6";"Educativo";"B";1200;11.89;0;0.07;"AnAHGXgQ-1mAo";"nao";4
"Cc3WmeM8-6bYS";22;89800;"Hipotecada";6.0;"8Rv4DDPc-ljfh";"Pagamento de debitos";"B";20000;12.53;0;0.22;"auudpJ6y-I5ap";"nao";2
"KkTUgbAs-lJji";24;72000;"Alugada";3.0;"2ze10kGt-zfQ9";"Melhora do lar";"A";13200;7.29;0;0.18;"s4eb3U45-QUbH";"nao";3
"24Avehoa-7DAz";27;100000;"Hipotecada";1.0;"04f4xOSc-Pblx";"Pagamento de debitos";"C";16000;13.43;0;0.16;"CeL8NOdB-cw9f";"nao";5
"pEJy7Jf2-yCWe";43;97000;"Hipotecada";0.0;"KmuxdvJ5-j29C";"Medico";"B";14000;11.71;0;0.14;"inH29OUt-jGDN";"nao";13
"g6Zbe5GH-KExK";34;37000;"Alugada";2.0;"I65aJMU9-Mqn0";"Medico";"D";16000;12.99;1;0.43;"z1qXPfkJ-X2Ha";"sim";9
"CvskIpLc-BR72";22;45012;"Alugada";6.0;"UT8UOrIv-KsaB";"Medico";"D";6500;13.99;1;0.14;"oRgA5M7s-6ml6";"nao";2
"cqU3PXx0-spr7";30;98000;"Hipotecada";14.0;"70NQ31Py-txKh";"Educativo";"B";9000;11.49;1;0.09;"tK4P4Kmx-Dolu";"nao";5
"tz7H0cr6-EQSB";23;65000;"Hipotecada";0.0;"lwz3j4LK-Qi8Z";"Pessoal";"A";12800;8.38;0;0.2;"6Nt0Fled-NoFq";"nao";2
"W9I4Eda7-EiMf";25;22776;"Alugada";0.0;"6TkXBcx5-EN0Y";"Melhora do lar";"B";7000;9.91;1;0.31;"8uj0ALFp-fCCK";"nao";4
"XBzFnnSc-XIOq";22;50000;"Alugada";1.0;"NRS2YCCs-nyIw";"Medico";"A";7500;8.94;0;0.15;"vbn1R0uo-3RbR";"nao";3
"NL6CHha1-wymE";24;102400;"Alugada";8.0;"AUgUnnUy-01i6";"Pessoal";"B";25000;10.36;0;0.24;"W2xZsRFv-nGav";"nao";3
"UUuXbBs0-EgcZ";26;120000;"Hipotecada";8.0;"Hm3AFmoJ-77Gl";"Pagamento de debitos";"A";4000;7.14;0;0.03;"59t1EUxd-AOXI";"nao";3
"hGHTl5sd-jnZ5";28;110000;"Hipotecada";3.0;"nFH9gC12-1Zie";"Empreendimento";"A";11000;5.79;0;0.1;"olL8CSke-ZrkQ";"nao";7
"yqCwFzt6-2D1d";23;60000;"Alugada";1.0;"jN5rmHM1-nvHn";"Empreendimento";"B";8000;12.21;0;0.13;"OZ123hcq-a3sP";"nao";4
"cu34bbvY-nvK4";24;115000;"Hipotecada";7.0;"bXTbPmWH-DLTH";"Melhora do lar";"A";1500;6.76;0;0.01;"w4afC37T-5jM1";"nao";4
"C7FikKCN-wSBp";35;69000;"Hipotecada";2.0;"q0KQzrdt-iC2t";"Empreendimento";"D";25500;17.27;1;0.37;"3lomUJZB-0ao4";"nao";5
"y5mLU5X7-v5YN";27;65004;"Propria";1.0;"rkp3KI3i-FDHJ";"Melhora do lar";"C";12000;12.09;0;0.18;"uTeuG91E-1qSQ";"nao";7
"R3XUEoLU-tcvG";40;45996;"Alugada";4.0;"zSlRTv9t-JnYS";"Pagamento de debitos";"D";20000;14.61;1;0.43;"vNikMFUU-62jC";"nao";11
"zhcbvSSL-68jT";34;60000;"Hipotecada";7.0;"DgtBlmdb-0mYa";"Educativo";"C";10175;0.0;0;0.17;"d3CK73k5-8s0m";"nao";5
"QoCsiCJa-nKtJ";24;40000;"Propria";6.0;"INHdLpzF-JTEL";"Educativo";"A";2800;8.49;0;0.07;"COhCEBUJ-gyhu";"nao";4
"wyWxwBKi-17UC";28;50000;"Hipotecada";8.0;"9I0jKLGE-E9QJ";"Pessoal";"B";3500;6.03;0;0.07;"UxSuUhL4-DGFI";"nao";4
"X4rfOfCd-rkSs";47;95000;"Hipotecada";13.0;"vTsY7GhL-O3qN";"Educativo";"A";5000;6.03;0;0.05;"BfCdX8A9-kowo";"nao";16
"JibC3QQ3-8oLH";25;48000;"Alugada";2.0;"ekN60T6K-jwGG";"Pagamento de debitos";"A";3000;0.0;0;0.06;"b8EYB8zt-8Xvi";"nao";4
"k78P2oP1-whjb";28;27500;"Hipotecada";13.0;"hcZsAAO3-r4He";"Empreendimento";"A";15000;6.54;0;0.55;"9oRxPF9M-AczE";"nao";10
"HbI6lb0H-QxFa";31;23766;"Alugada";1.0;"gIErdPHc-jNb2";"Medico";"C";1800;13.06;0;0.08;"DhurUEZ3-ZuGT";"nao";7
"441nvUJZ-mxpx";29;41200;"Alugada";3.0;"ZlGbXg7I-obgu";"Educativo";"B";8000;11.99;0;0.19;"6ryQcNEM-vj9S";"nao";7
"t7fixoXX-KW5J";26;50004;"Hipotecada";10.0;"8qiXKqWJ-mmJy";"Pessoal";"A";5000;9.32;0;0.1;"8yXJ8N12-g6oJ";"nao";2
"NzAnXfOS-o343";26;58000;"Hipotecada";2.0;"K16Kl0Tl-AaR1";"Medico";"A";3000;6.92;0;0.05;"vCWJgyUU-PtjM";"nao";2
"JWf3HTWm-KDpl";44;140000;"Propria";14.0;"s2XZGl2P-Q9kZ";"Empreendimento";"B";21500;11.83;0;0.15;"vQEn8JFJ-eI08";"nao";14
"o6j5hPIW-9UG6";26;55000;"Alugada";7.0;"utK7UwOM-S9Df";"Pagamento de debitos";"A";18800;6.99;1;0.34;"cuoyxjNN-HoQN";"nao";2
"kJNMjstP-1DRr";25;81600;"Hipotecada";10.0;"9wEZSWpw-ha8P";"Melhora do lar";"B";20000;12.18;0;0.25;"iU94j4EM-ma5m";"nao";2
"8raj7WcS-ulAU";25;23000;"Hipotecada";4.0;"Z6JWm3ZO-xtDe";"Pessoal";"C";10000;0.0;1;0.43;"MAyzjlNi-1kq4";"sim";2
"K3yfrd61-hS91";21;65000;"Hipotecada";5.0;"rZGGj8zx-jYPz";"Pagamento de debitos";"B";2200;12.42;0;0.03;"4dzmBOt8-y4BC";"nao";3
"28jQM8it-Qdp8";22;28500;"Alugada";3.0;"sa087vuD-uI7o";"Empreendimento";"C";3825;15.96;1;0.13;"RHsIrg1k-maG6";"nao";3
"bnUofc1E-R0GH";21;53000;"Alugada";4.0;"POwUHnvB-aLb1";"Pagamento de debitos";"B";10000;10.62;0;0.19;"5pG9Uc1M-ivI8";"nao";3
"1sFwYKeI-uGLy";26;64999;"Hipotecada";11.0;"RLcHRqiG-Eykx";"Empreendimento";"B";15000;10.99;0;0.23;"GEa73DYJ-bZni";"nao";2
"oUFutNRw-3jjP";34;88235;"Alugada";18.0;"hbiUQKI7-MQuA";"Outro";"A";15000;14.74;0;0.17;"LwHHffKd-YcNG";"sim";3
"exH92DwW-MTOe";36;51996;"Hipotecada";8.0;"jplpwu7C-EOFb";"Medico";"B";7500;10.51;0;0.14;"0vYxMx8l-R4QK";"nao";15
"aFZoq34y-LiF9";23;101000;"Hipotecada";7.0;"P8BhmCJp-QD3Y";"Pessoal";"E";20000;17.43;0;0.2;"ms6j3pZa-4O0X";"sim";3
"fFTESyRE-eAo8";30;30000;"Alugada";2.0;"UFyA8wKW-7Jkb";"Empreendimento";"C";10000;0.0;1;0.33;"IcDvSbuB-YhEg";"nao";7
"9ZfzOaOB-vRX7";25;94000;"Hipotecada";9.0;"pb5UlH6R-5D3y";"Melhora do lar";"B";30000;10.65;0;0.32;"dBb5OpEs-gfmL";"nao";4
"CGrZ0Jns-rZFA";30;60000;"Alugada";0.0;"jUaqzOYt-1yBq";"Melhora do lar";"A";8000;7.66;0;0.13;"8aMWfiOq-seFA";"nao";6
"BtkGPSfl-amqB";22;44400;"Alugada";3.0;"L3g0XCem-MGmo";"Educativo";"C";12800;12.73;0;0.29;"SJTmMj5C-Z64u";"nao";2
"NZRAfkwo-Pig8";23;68500;"Hipotecada";7.0;"puKyyuIs-BlaK";"Pessoal";"D";9800;14.84;1;0.14;"U5EjImJ2-kWQp";"nao";2
"l6RDymz2-oFm5";38;78000;"Hipotecada";19.0;"rEtq1mKH-3EJE";"Empreendimento";"A";4575;7.74;0;0.06;"a7loo6ji-PqwR";"nao";14
"tGyza5S0-kFRh";28;44000;"Alugada";3.0;"MUjAd447-ETUh";"Educativo";"E";17500;0.0;1;0.4;"QdQa5Uk3-zlpE";"nao";10
"tIiyqAh0-lF8H";37;52200;"Hipotecada";2.0;"sBffFNSY-sjJY";"Pagamento de debitos";"E";16000;15.25;1;0.31;"zWUUCLoF-15vQ";"nao";11
"frTHxoaf-EEFu";22;54252;"Hipotecada";6.0;"vQTPf83H-v8gX";"Pagamento de debitos";"A";3500;6.39;0;0.06;"3vW5ufb9-lHY1";"nao";2
"nKDy9YlT-5zAx";33;42000;"Hipotecada";2.0;"jul6v2xd-UyEx";"Pessoal";"A";9050;7.49;0;0.22;"rUBPAXSk-kRM0";"nao";7
"fwAcxjyJ-KmH0";22;70000;"Alugada";5.0;"C6kjj2bK-jpRm";"Pessoal";"A";10000;6.03;0;0.14;"fKRnwai7-SM4w";"nao";3
"Ix7Dmqua-OIGA";22;90000;"Hipotecada";6.0;"bljAoipG-n7wS";"Educativo";"B";12000;10.99;0;0.13;"uJrndftZ-6xUU";"nao";2
"QsH0pAPF-pBh8";31;155000;"Alugada";3.0;"Xpmd9kKz-BAaA";"Melhora do lar";"B";20000;10.74;0;0.13;"MODECcmS-kRUB";"nao";6
"uScemNuN-bUYh";34;18000;"Alugada";0.0;"aAWFkCA7-TYsJ";"Medico";"B";1500;11.48;1;0.08;"OnWKFgWY-8HJA";"nao";6
"Cj011eTl-tRQ8";36;24000;"Alugada";1.0;"exGLYNG9-F5Af";"Educativo";"B";5000;10.36;0;0.21;"Bcu4ybsF-SLcM";"nao";17
"Ed5qtB1x-ETCS";26;17376;"Alugada";1.0;"CmG9FFYz-FyXL";"Empreendimento";"B";6000;10.99;1;0.35;"3kxn75tG-zgsK";"nao";3
"pzpbchxk-eEy1";26;36400;"Alugada";3.0;"yTwapxcI-ATBX";"Medico";"A";5000;8.9;0;0.14;"36nrW0js-4feD";"nao";4
"Wyx9tmvf-UIRi";23;100000;"Hipotecada";5.0;"7FwGBZYD-y3Pj";"Pagamento de debitos";"C";15000;11.34;0;0.15;"MG23PloK-Y8uW";"sim";2
"DCE4bqHR-A2Ur";23;80500;"Alugada";5.0;"QuqwwaJe-IAnj";"Pagamento de debitos";"B";7200;9.25;0;0.09;"dnz9Jn7X-NgwF";"nao";4
"sLyBMWts-4Lpc";23;60000;"Hipotecada";0.0;"reS6oB4Z-5xLq";"Empreendimento";"F";3000;19.13;0;0.05;"PtfUas4y-lWA4";"nao";2
"S6ZNYYDJ-gkcR";30;72000;"Hipotecada";7.0;"3lhPK94a-Qhyc";"Melhora do lar";"C";9600;14.17;0;0.13;"XGiXo45x-tQIp";"nao";9
"qwbMPeiE-WLO5";28;45000;"Alugada";4.0;"YY2Y3b0f-kTS2";"Medico";"C";9000;14.65;0;0.2;"sAr3svZ0-eRoo";"nao";6
"jEn2mLWv-JdLD";25;48000;"Propria";7.0;"AbvE3Tva-D4aA";"Educativo";"B";15000;10.25;0;0.31;"bwBGalAl-LU04";"nao";4
"obXm0fXc-mf4Z";22;57175;"Alugada";6.0;"63bDeLli-9pXz";"Educativo";"F";16000;17.15;1;0.28;"ZsWYKMwq-MDEy";"sim";2
"v9UOvljg-CHp6";32;150000;"Hipotecada";4.0;"DiItY6Ep-Df4j";"Pagamento de debitos";"B";2400;0.0;0;0.016;"kvWciZe7-hZBr";"nao";10
"PzHksEZc-8F6N";28;50343;"Propria";11.0;"HFXJ9S1w-MkF9";"Melhora do lar";"A";22000;7.49;0;0.44;"rGgScOAO-NJim";"nao";5
"2EnJ7Y2o-ixkK";33;32400;"Alugada";6.0;"0P6wsprc-XM3j";"Medico";"D";2500;15.33;1;0.08;"ZaKcAA2E-avZK";"sim";10
"2qEcLfNb-qZ1Y";23;58650;"Alugada";7.0;"XpYNA7C2-OAFN";"Medico";"D";10800;16.29;1;0.16;"vlKif3eq-E1AW";"nao";3
"7hsEhKcz-WjAD";25;150000;"Hipotecada";9.0;"eCKCfdg6-tKlO";"Educativo";"A";8200;5.79;0;0.05;"BJ5n51Is-ovr1";"nao";3
"2mYyw9Y2-I9Xv";23;111000;"Alugada";7.0;"Jaxg4df8-DffY";"Educativo";"A";7000;8.0;0;0.06;"KGi8vSWw-NROs";"nao";3
"J9Athvig-iXcT";28;285000;"Hipotecada";4.0;"xl30FpfN-sr5H";"Pessoal";"E";25000;16.32;0;0.09;"2zKPy1za-buHJ";"nao";6
"Ws2TCHgF-qMWG";25;45000;"Alugada";4.0;"pyZU1uRg-JtSq";"Medico";"A";3000;7.9;0;0.07;"ULKJ5WrF-YTNH";"nao";4
"BzdYMvkt-XcJI";25;21000;"Alugada";0.0;"4dCG5b7D-Ai67";"Pagamento de debitos";"B";5175;12.53;1;0.25;"yKrgRSiU-7HCL";"nao";2
"tavcMduf-RHmp";22;48255;"Alugada";3.0;"JI9uXeC0-GsFH";"Empreendimento";"A";2000;6.76;0;0.04;"emb8salt-OJ8b";"nao";2
"rKMvi4Dp-2AwE";23;70000;"Alugada";3.0;"IWQLuUbE-lUFx";"Educativo";"A";12000;7.9;0;0.17;"SpX1Ea4v-0aXz";"nao";2
"25aolTGA-6Dps";33;53000;"Alugada";6.0;"MiyIwJwk-ULrv";"Pagamento de debitos";"B";2500;9.99;0;0.05;"lBKpAjoE-mNK8";"nao";7
